LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1766887783.645159,47893,5930,1,SA,1,100,0.000577
1766871246.956668,59493,7806,1,SA,1,100,0.000185
1766870772.239662,59826,7859,1,SA,1,100,0.004140
1766856044.607869,70157,9543,1,SA,1,100,0.003038
1766852242.595093,72824,9980,1,SA,1,100,0.000929
1766847301.546618,76290,10528,1,SA,1,100,0.001959
1766839298.359619,81904,11446,1,SA,1,100,0.002967
1766836153.537653,84110,11793,1,SA,1,100,0.006436
1766835098.610973,84850,11913,1,SA,1,100,0.001151
1766822080.245516,93982,13425,1,SA,1,100,0.006114
1766819324.605960,95915,13725,1,SA,1,100,0.005550
1766812652.907500,100595,14484,1,SA,1,100,0.008870
1766808947.833932,103194,14915,1,SA,1,100,0.004040
1766803055.925869,107327,15870,1,SA,1,100,0.000415
1766799434.961320,109867,16004,1,SA,1,100,0.000053
1766798484.101732,110534,16170,1,SA,1,100,0.000104
1766797534.667720,111200,16242,1,SA,1,100,0.000068
1766796298.692813,112067,16357,1,SA,1,100,0.000026
1766794779.028164,113133,16574,1,SA,1,100,0.000195
1766787176.428188,118466,17384,1,SA,1,100,0.000256
1766785465.736275,119666,17603,1,SA,1,100,0.000032
1766784516.302264,120332,17704,1,SA,1,100,0.004344
1766783280.327357,121199,17841,1,SA,1,100,0.003684
1766780325.107077,123272,18192,1,SA,1,100,0.017096
1766778612.989588,124473,18379,1,SA,1,100,0.007425
1766774146.658119,127606,18894,1,SA,1,100,0.004364
1766759608.628013,137804,20573,1,SA,1,100,0.007578
1766759227.999062,138071,20624,1,SA,1,100,0.008587
1766758468.166738,138604,20691,1,SA,1,100,0.001928
1766751598.313131,143423,21488,1,SA,1,100,0.010980
1766736477.222198,154030,23239,1,SA,1,100,0.005569
1766729352.190381,159028,24044,1,SA,1,100,0.001818
1766718708.835530,166494,25299,1,SA,1,100,0.000081
1766718232.692948,166828,25333,1,SA,1,100,0.000079
1766624193.107346,232794,36169,1,SA,1,100,0.000083
1766623242.247757,233461,36253,1,SA,1,100,0.000056
1766518681.906892,306807,48249,1,SA,1,100,0.000653
1766517445.931985,307674,48400,1,SA,1,100,0.001793
1766398869.322046,390852,61991,1,SA,1,100,0.005548
1766246177.238636,497961,13898,1,SA,1,100,0.000035
1766239990.236218,502301,14590,1,SA,1,100,0.006762
1766179532.958442,544710,21472,1,SA,1,100,0.016471
1766179046.836823,545051,21523,1,SA,1,100,0.003361
1766175341.763255,547650,21959,1,SA,1,100,0.002668
1766174865.620673,547984,22027,1,SA,1,100,0.003939
1766167359.959905,553249,22869,1,SA,1,100,0.022581
1766164889.435668,554982,23154,1,SA,1,100,0.014653
1765938054.539179,714100,49036,1,SA,1,100,0.000016
1765692470.459325,886370,11597,1,SA,1,100,0.000068
1765594410.747728,955156,22870,1,SA,1,100,0.000898
1765456001.516213,1052246,38664,1,SA,1,100,0.000014
1765402937.278654,1089469,44644,1,SA,1,100,0.032273
1765139962.589929,1273938,9212,1,SA,1,100,0.024073
1765137303.889581,1275803,9462,1,SA,1,100,0.003103
1765127229.339791,1282870,10612,1,SA,1,100,0.011649
1765126659.109154,1283270,10680,1,SA,1,100,0.007294
1764754468.146407,1544351,53243,1,SA,1,100,0.000183
1764753803.827714,1544817,53376,1,SA,1,100,0.058872
1764747998.879823,1548889,53963,1,SA,1,100,0.064484
1764733172.883246,1559289,55686,1,SA,1,100,0.120749
1764721759.717034,1567295,57020,1,SA,1,100,0.204839
1764720810.283022,1567961,57121,1,SA,1,100,0.024838
1764717836.530247,1570047,57453,1,SA,1,100,0.006348
1764712608.940877,1573714,58056,1,SA,1,100,0.079370
1764708523.238358,1576580,58504,1,SA,1,100,0.045008
1764704912.252846,1579113,58968,1,SA,1,100,0.219437
1764703676.277939,1579980,59069,1,SA,1,100,0.118701
1764703011.959246,1580446,59170,1,SA,1,100,0.066916
1764691588.813998,1588459,60495,1,SA,1,100,0.182775
1764689593.006766,1589859,60681,1,SA,1,100,0.006405
1764676004.410672,1599391,62235,1,SA,1,100,0.060399
1764675719.295353,1599591,62304,1,SA,1,100,0.150522
1764658025.038668,1612003,64290,1,SA,1,100,0.000017
1764654414.053155,1614536,64735,1,SA,1,100,0.125335
1764647381.683817,1619469,23,1,SA,1,100,0.250935
