LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1766863803.639950,64114.000,8509,1,TH,1,100,27.141
1766863803.774033,64248.000,8541,1,TH,1,100,27.148
1766863803.907115,64381.000,8558,1,TH,1,100,27.095
1766863804.040197,64514.000,8577,1,TH,1,100,27.109
1766863804.174279,64648.000,8608,1,TH,1,100,27.149
1766863804.307361,64781.000,8625,1,TH,1,100,27.156
1766863804.440443,64914.000,8642,1,TH,1,100,27.225
1766863804.574526,65048.000,8673,1,TH,1,100,27.218
1766863804.707608,65181.000,8691,1,TH,1,100,27.269
1766863804.840689,65314.000,8707,1,TH,1,100,27.269
1766863804.974772,65448.000,8741,1,TH,1,100,27.272
1766863805.107854,65581.000,8758,1,TH,1,100,27.272
1766863805.240936,65714.000,8774,1,TH,1,100,27.307
1766863805.375018,65848.000,8806,1,TH,1,100,27.300
1766863805.508100,65981.000,8823,1,TH,1,100,27.178
1766863805.641182,66114.000,8843,1,TH,1,100,27.164
1766863805.775265,66248.000,8863,1,TH,1,100,27.326
1766863805.908347,66381.000,8894,1,TH,1,100,27.326
1766863806.041429,66514.000,8911,1,TH,1,100,27.353
1766863806.175511,66648.000,8928,1,TH,1,100,27.346
1766863806.308593,66781.000,8960,1,TH,1,100,27.350
1766863806.441675,66914.000,8976,1,TH,1,100,27.350
1766863806.575758,67048.000,8995,1,TH,1,100,27.393
1766863806.708839,67181.000,9027,1,TH,1,100,27.386
1766863806.841921,67314.000,9045,1,TH,1,100,27.348
1766863806.975003,67447.000,9062,1,TH,1,100,27.355
1766863807.109086,67581.000,9094,1,TH,1,100,27.304
1766863807.242168,67714.000,9110,1,TH,1,100,27.311
1766863807.375250,67847.000,9128,1,TH,1,100,27.388
1766863807.509332,67981.000,9161,1,TH,1,100,27.394
1766863807.642414,68114.000,9179,1,TH,1,100,27.396
1766863807.775496,68247.000,9199,1,TH,1,100,27.403
1766863807.909579,68381.000,9215,1,TH,1,100,27.390
1766863808.042660,68514.000,9247,1,TH,1,100,27.390
1766863808.175742,68647.000,9264,1,TH,1,100,27.316
1766863808.309825,68781.000,9280,1,TH,1,100,27.323
1766863808.442907,68914.000,9312,1,TH,1,100,27.292
1766863808.575989,69047.000,9329,1,TH,1,100,27.299
1766863808.710071,69181.000,9346,1,TH,1,100,27.283
1766863808.843153,69314.000,9377,1,TH,1,100,27.283
1766863808.976235,69447.000,9394,1,TH,1,100,27.332
1766863809.110318,69581.000,9411,1,TH,1,100,27.332
1766863809.243400,69714.000,9442,1,TH,1,100,27.337
1766863809.376482,69847.000,9460,1,TH,1,100,27.344
1766863809.510564,69981.000,9476,1,TH,1,100,27.242
1766863809.643646,70114.000,9508,1,TH,1,100,27.242
1766863809.776728,70247.000,9527,1,TH,1,100,27.379
1766863809.909810,70380.000,9543,1,TH,1,100,27.378
1766863810.043892,70514.000,9561,1,TH,1,100,27.280
1766863810.176974,70647.000,9592,1,TH,1,100,27.287
1766863810.310056,70780.000,9608,1,TH,1,100,27.291
1766863810.444139,70914.000,9626,1,TH,1,100,27.291
1766863810.577221,71047.000,9657,1,TH,1,100,27.262
1766863810.710303,71180.000,9674,1,TH,1,100,27.262
1766863810.844385,71314.000,9693,1,TH,1,100,27.286
1766863810.977467,71447.000,9725,1,TH,1,100,27.292
1766863811.110549,71580.000,9741,1,TH,1,100,27.354
1766863811.244632,71714.000,9758,1,TH,1,100,27.354
1766863811.377713,71847.000,9790,1,TH,1,100,27.359
1766863811.510795,71980.000,9806,1,TH,1,100,27.366
1766863811.644878,72114.000,9823,1,TH,1,100,27.341
1766863811.777960,72247.000,9855,1,TH,1,100,27.341
1766863811.911042,72380.000,9871,1,TH,1,100,27.303
1766863812.045124,72514.000,9891,1,TH,1,100,27.303
1766863812.178206,72647.000,9907,1,TH,1,100,27.254
1766863812.311288,72780.000,9941,1,TH,1,100,27.261
1766863812.445371,72914.000,9958,1,TH,1,100,27.354
1766863812.578453,73047.000,9974,1,TH,1,100,27.353
1766863812.711535,73180.000,10006,1,TH,1,100,27.299
1766863812.845617,73314.000,10023,1,TH,1,100,27.299
1766863812.978699,73447.000,10039,1,TH,1,100,27.417
1766863813.111781,73580.000,10071,1,TH,1,100,27.424
1766863813.244863,73713.000,10088,1,TH,1,100,27.389
1766863813.378945,73847.000,10105,1,TH,1,100,27.389
1766863813.512027,73980.000,10136,1,TH,1,100,27.304
1766863813.645109,74113.000,10153,1,TH,1,100,27.304
1766863813.779192,74247.000,10170,1,TH,1,100,27.402
1766863813.913274,74381.000,10201,1,TH,1,100,27.409
1766863814.045356,74513.000,10219,1,TH,1,100,27.385
1766863814.179438,74647.000,10235,1,TH,1,100,27.378
1766863814.312520,74780.000,10252,1,TH,1,100,27.271
1766863814.447603,74915.000,10286,1,TH,1,100,27.271
1766863814.585688,75053.000,10302,1,TH,1,100,27.357
1766863814.719771,75187.000,10320,1,TH,1,100,27.357
1766863814.852853,75320.000,10336,1,TH,1,100,27.346
1766863814.985934,75453.000,10368,1,TH,1,100,27.346
1766863815.120017,75587.000,10385,1,TH,1,100,27.333
1766863815.253099,75720.000,10401,1,TH,1,100,27.333
1766863815.386181,75853.000,10433,1,TH,1,100,27.029
1766863815.520263,75987.000,10450,1,TH,1,100,27.058
1766863815.653345,76120.000,10466,1,TH,1,100,27.573
1766863815.786427,76253.000,10500,1,TH,1,100,27.545
1766863815.920510,76387.000,10517,1,TH,1,100,27.686
1766863816.053592,76520.000,10534,1,TH,1,100,27.672
1766863816.186674,76653.000,10565,1,TH,1,100,27.690
1766863816.320756,76787.000,10582,1,TH,1,100,27.683
1766863816.453838,76920.000,10599,1,TH,1,100,27.687
1766863816.586920,77053.000,10630,1,TH,1,100,27.694
1766863816.720002,77186.000,10648,1,TH,1,100,27.623
1766863816.854084,77320.000,10664,1,TH,1,100,27.651
1766863816.987166,77453.000,10696,1,TH,1,100,27.379
1766863817.120248,77586.000,10713,1,TH,1,100,27.407
1766863817.254331,77720.000,10729,1,TH,1,100,27.494
1766863817.387413,77853.000,10747,1,TH,1,100,27.487
1766863817.520495,77986.000,10778,1,TH,1,100,27.258
1766863817.654577,78120.000,10794,1,TH,1,100,27.286
1766863817.787659,78253.000,10814,1,TH,1,100,27.384
1766863817.920741,78386.000,10847,1,TH,1,100,27.391
1766863818.054823,78520.000,10864,1,TH,1,100,27.402
1766863818.187905,78653.000,10881,1,TH,1,100,27.402
1766863818.320987,78786.000,10915,1,TH,1,100,27.482
1766863818.455070,78920.000,10931,1,TH,1,100,27.475
1766863818.588152,79053.000,10948,1,TH,1,100,27.424
1766863818.721234,79186.000,10980,1,TH,1,100,27.424
1766863818.855316,79320.000,10996,1,TH,1,100,27.101
1766863818.988398,79453.000,11013,1,TH,1,100,27.108
1766863819.121480,79586.000,11047,1,TH,1,100,27.000
1766863819.255563,79720.000,11063,1,TH,1,100,27.021
1766863819.390646,79855.000,11081,1,TH,1,100,27.145
1766863819.528731,79993.000,11112,1,TH,1,100,27.138
1766863819.661813,80126.000,11128,1,TH,1,100,27.258
1766863819.794895,80259.000,11146,1,TH,1,100,27.251
1766863819.928977,80393.000,11177,1,TH,1,100,27.298
1766863820.062059,80526.000,11194,1,TH,1,100,27.291
1766863820.195141,80659.000,11211,1,TH,1,100,27.313
1766863820.329224,80793.000,11227,1,TH,1,100,27.306
1766863820.462306,80926.000,11259,1,TH,1,100,27.290
1766863820.595387,81059.000,11280,1,TH,1,100,27.290
1766863820.729470,81193.000,11297,1,TH,1,100,27.283
1766863820.862552,81326.000,11330,1,TH,1,100,27.283
1766863820.995634,81459.000,11347,1,TH,1,100,27.328
1766863821.129716,81593.000,11364,1,TH,1,100,27.335
1766863821.262798,81726.000,11397,1,TH,1,100,27.190
1766863821.395880,81859.000,11415,1,TH,1,100,27.190
1766863821.529963,81993.000,11431,1,TH,1,100,27.206
1766863821.663044,82126.000,11463,1,TH,1,100,27.206
1766863821.796127,82259.000,11480,1,TH,1,100,27.222
1766863821.930209,82393.000,11496,1,TH,1,100,27.229
1766863822.063291,82526.000,11528,1,TH,1,100,27.371
1766863822.196373,82659.000,11545,1,TH,1,100,27.364
1766863822.330455,82793.000,11561,1,TH,1,100,27.331
1766863822.463537,82926.000,11581,1,TH,1,100,27.331
1766863822.596619,83059.000,11612,1,TH,1,100,27.275
1766863822.730702,83193.000,11629,1,TH,1,100,27.275
1766863822.863784,83326.000,11646,1,TH,1,100,27.253
1766863822.996866,83459.000,11678,1,TH,1,100,27.253
1766863823.129947,83592.000,11694,1,TH,1,100,27.210
1766863823.264030,83726.000,11711,1,TH,1,100,27.210
1766863823.397112,83859.000,11743,1,TH,1,100,27.310
1766863823.530194,83992.000,11759,1,TH,1,100,27.310
1766863823.664276,84126.000,11776,1,TH,1,100,27.319
1766863823.797358,84259.000,11810,1,TH,1,100,27.312
1766863823.930440,84392.000,11826,1,TH,1,100,27.177
1766863824.064523,84526.000,11846,1,TH,1,100,27.177
1766863824.197605,84659.000,11877,1,TH,1,100,27.165
1766863824.330687,84792.000,11893,1,TH,1,100,27.172
1766863824.464769,84926.000,11913,1,TH,1,100,27.215
1766863824.597851,85059.000,11929,1,TH,1,100,27.208
1766863824.730933,85192.000,11961,1,TH,1,100,27.257
1766863824.865016,85326.000,11978,1,TH,1,100,27.257
1766863824.998097,85459.000,11996,1,TH,1,100,27.246
1766863825.131179,85592.000,12030,1,TH,1,100,27.246
1766863825.265262,85726.000,12047,1,TH,1,100,27.239
1766863825.398344,85859.000,12068,1,TH,1,100,27.239
1766863825.531426,85992.000,12099,1,TH,1,100,27.179
1766863825.665508,86126.000,12116,1,TH,1,100,27.172
1766863825.798590,86259.000,12135,1,TH,1,100,27.161
1766863825.931672,86392.000,12168,1,TH,1,100,27.161
1766863826.065755,86526.000,12186,1,TH,1,100,27.121
1766863826.198837,86659.000,12204,1,TH,1,100,27.121
1766863826.331918,86792.000,12236,1,TH,1,100,27.207
1766863826.465000,86925.000,12255,1,TH,1,100,27.207
1766863826.599083,87059.000,12273,1,TH,1,100,27.169
1766863826.732165,87192.000,12291,1,TH,1,100,27.162
1766863826.865247,87325.000,12322,1,TH,1,100,27.193
1766863826.999329,87459.000,12338,1,TH,1,100,27.193
1766863827.132411,87592.000,12360,1,TH,1,100,27.225
1766863827.265493,87725.000,12391,1,TH,1,100,27.225
1766863827.399576,87859.000,12408,1,TH,1,100,27.155
1766863827.532658,87992.000,12427,1,TH,1,100,27.148
1766863827.665740,88125.000,12461,1,TH,1,100,27.218
1766863827.799822,88259.000,12477,1,TH,1,100,27.218
1766863827.932904,88392.000,12496,1,TH,1,100,27.253
1766863828.065986,88525.000,12532,1,TH,1,100,27.246
1766863828.200068,88659.000,12548,1,TH,1,100,27.224
1766863828.333150,88792.000,12565,1,TH,1,100,27.210
1766863828.466232,88925.000,12597,1,TH,1,100,27.203
1766863828.600315,89059.000,12615,1,TH,1,100,27.182
1766863828.733397,89192.000,12633,1,TH,1,100,27.248
1766863828.866479,89325.000,12649,1,TH,1,100,27.241
