device_id,recorded_at,value
MD-V6-0000547,2025-12-26 02:00:49.409699+00,25.976
MD-V6-0000547,2025-12-26 02:00:49.543802+00,25.919
MD-V6-0000547,2025-12-26 02:00:49.676905+00,26.036
MD-V6-0000547,2025-12-26 02:00:49.810008+00,26.051
MD-V6-0000547,2025-12-26 02:00:49.944111+00,25.987
MD-V6-0000547,2025-12-26 02:00:50.077214+00,25.959
MD-V6-0000547,2025-12-26 02:00:50.210317+00,26.053
MD-V6-0000547,2025-12-26 02:00:50.344421+00,25.987
MD-V6-0000547,2025-12-26 02:00:50.477523+00,25.924
MD-V6-0000547,2025-12-26 02:00:50.610626+00,26.073
MD-V6-0000547,2025-12-26 02:00:50.743729+00,25.961
MD-V6-0000547,2025-12-26 02:00:50.877833+00,25.912
MD-V6-0000547,2025-12-26 02:00:51.010935+00,25.927
MD-V6-0000547,2025-12-26 02:00:51.144038+00,25.968
MD-V6-0000547,2025-12-26 02:00:51.278142+00,25.986
MD-V6-0000547,2025-12-26 02:00:51.411245+00,25.994
MD-V6-0000547,2025-12-26 02:00:51.544347+00,25.997
MD-V6-0000547,2025-12-26 02:00:51.678451+00,25.999
MD-V6-0000547,2025-12-26 02:00:51.811554+00,26.035
MD-V6-0000547,2025-12-26 02:00:51.944657+00,26.122
MD-V6-0000547,2025-12-26 02:00:52.07876+00,26.123
MD-V6-0000547,2025-12-26 02:00:52.211863+00,26.018
MD-V6-0000547,2025-12-26 02:00:52.344966+00,26.043
MD-V6-0000547,2025-12-26 02:00:52.479069+00,26.054
MD-V6-0000547,2025-12-26 02:00:52.612172+00,26.059
MD-V6-0000547,2025-12-26 02:00:52.745275+00,26.061
MD-V6-0000547,2025-12-26 02:00:52.879378+00,26.062
MD-V6-0000547,2025-12-26 02:00:53.012481+00,26.027
MD-V6-0000547,2025-12-26 02:00:53.145584+00,26.012
MD-V6-0000547,2025-12-26 02:00:53.279688+00,26.005
MD-V6-0000547,2025-12-26 02:00:53.41279+00,26.215
MD-V6-0000547,2025-12-26 02:00:53.545893+00,26.058
MD-V6-0000547,2025-12-26 02:00:53.679997+00,26.025
MD-V6-0000547,2025-12-26 02:00:53.8131+00,26.153
MD-V6-0000547,2025-12-26 02:00:53.946202+00,26.101
MD-V6-0000547,2025-12-26 02:00:54.079305+00,26.044
MD-V6-0000547,2025-12-26 02:00:54.213409+00,26.019
MD-V6-0000547,2025-12-26 02:00:54.346512+00,26.044
MD-V6-0000547,2025-12-26 02:00:54.479614+00,26.09
MD-V6-0000547,2025-12-26 02:00:54.613718+00,26.039
MD-V6-0000547,2025-12-26 02:00:54.746821+00,26.194
MD-V6-0000547,2025-12-26 02:00:54.879924+00,26.155
MD-V6-0000547,2025-12-26 02:00:55.014027+00,26.138
MD-V6-0000547,2025-12-26 02:00:55.14713+00,26.166
MD-V6-0000547,2025-12-26 02:00:55.280233+00,26.107
MD-V6-0000547,2025-12-26 02:00:55.414336+00,26.046
MD-V6-0000547,2025-12-26 02:00:55.547439+00,26.091
MD-V6-0000547,2025-12-26 02:00:55.680542+00,26.039
MD-V6-0000547,2025-12-26 02:00:55.814645+00,25.982
MD-V6-0000547,2025-12-26 02:00:55.947748+00,26.027
MD-V6-0000547,2025-12-26 02:00:56.080851+00,26.154
MD-V6-0000547,2025-12-26 02:00:56.214955+00,26.031
MD-V6-0000547,2025-12-26 02:00:56.348057+00,26.226
MD-V6-0000547,2025-12-26 02:00:56.48116+00,26.24
MD-V6-0000547,2025-12-26 02:00:56.615264+00,26.068
MD-V6-0000547,2025-12-26 02:00:56.748367+00,26.136
MD-V6-0000547,2025-12-26 02:00:56.881469+00,26.094
MD-V6-0000547,2025-12-26 02:00:57.014572+00,26.183
MD-V6-0000547,2025-12-26 02:00:57.148676+00,26.15
MD-V6-0000547,2025-12-26 02:00:57.281779+00,26.136
MD-V6-0000547,2025-12-26 02:00:57.414881+00,26.13
MD-V6-0000547,2025-12-26 02:00:57.548985+00,26.162
MD-V6-0000547,2025-12-26 02:00:57.682088+00,26.177
MD-V6-0000547,2025-12-26 02:00:57.815191+00,26.112
MD-V6-0000547,2025-12-26 02:00:57.949294+00,26.084
MD-V6-0000547,2025-12-26 02:00:58.082397+00,26.072
MD-V6-0000547,2025-12-26 02:00:58.2155+00,26.137
MD-V6-0000547,2025-12-26 02:00:58.349603+00,26.166
MD-V6-0000547,2025-12-26 02:00:58.482706+00,26.249
MD-V6-0000547,2025-12-26 02:00:58.615809+00,26.143
MD-V6-0000547,2025-12-26 02:00:58.749912+00,26.133
MD-V6-0000547,2025-12-26 02:00:58.883015+00,26.093
MD-V6-0000547,2025-12-26 02:00:59.016118+00,26.147
MD-V6-0000547,2025-12-26 02:00:59.150222+00,26.241
MD-V6-0000547,2025-12-26 02:00:59.283324+00,26.281
MD-V6-0000547,2025-12-26 02:00:59.416427+00,26.193
MD-V6-0000547,2025-12-26 02:00:59.550531+00,26.083
MD-V6-0000547,2025-12-26 02:00:59.683634+00,26.142
MD-V6-0000547,2025-12-26 02:00:59.816736+00,26.203
MD-V6-0000547,2025-12-26 02:00:59.95084+00,26.23
MD-V6-0000547,2025-12-26 02:01:00.083943+00,26.241
MD-V6-0000547,2025-12-26 02:01:00.217046+00,26.246
MD-V6-0000547,2025-12-26 02:01:00.350148+00,26.142
MD-V6-0000547,2025-12-26 02:01:00.484252+00,26.132
MD-V6-0000547,2025-12-26 02:01:00.617355+00,26.093
MD-V6-0000547,2025-12-26 02:01:00.750458+00,26.182
MD-V6-0000547,2025-12-26 02:01:00.884561+00,26.185
MD-V6-0000547,2025-12-26 02:01:01.017664+00,26.116
MD-V6-0000547,2025-12-26 02:01:01.150767+00,26.192
MD-V6-0000547,2025-12-26 02:01:01.28487+00,26.296
MD-V6-0000547,2025-12-26 02:01:01.417973+00,26.234
MD-V6-0000547,2025-12-26 02:01:01.551076+00,26.101
MD-V6-0000547,2025-12-26 02:01:01.685179+00,26.328
MD-V6-0000547,2025-12-26 02:01:01.818282+00,26.213
MD-V6-0000547,2025-12-26 02:01:01.951385+00,26.092
MD-V6-0000547,2025-12-26 02:01:02.085489+00,26.288
MD-V6-0000547,2025-12-26 02:01:02.218591+00,26.231
MD-V6-0000547,2025-12-26 02:01:02.351694+00,26.135
MD-V6-0000547,2025-12-26 02:01:02.485798+00,26.236
MD-V6-0000547,2025-12-26 02:01:02.618901+00,26.279
MD-V6-0000547,2025-12-26 02:01:02.752003+00,26.298
MD-V6-0000547,2025-12-26 02:01:02.886107+00,26.235
MD-V6-0000547,2025-12-26 02:01:03.01921+00,26.173
MD-V6-0000547,2025-12-26 02:01:03.152313+00,26.217
MD-V6-0000547,2025-12-26 02:01:03.286416+00,26.236
MD-V6-0000547,2025-12-26 02:01:03.419519+00,26.208
MD-V6-0000547,2025-12-26 02:01:03.552622+00,26.232
MD-V6-0000547,2025-12-26 02:01:03.686725+00,26.278
MD-V6-0000547,2025-12-26 02:01:03.819828+00,26.191
MD-V6-0000547,2025-12-26 02:01:03.952931+00,26.154
MD-V6-0000547,2025-12-26 02:01:04.086034+00,26.208
MD-V6-0000547,2025-12-26 02:01:04.220137+00,26.267
MD-V6-0000547,2025-12-26 02:01:04.35324+00,26.222
MD-V6-0000547,2025-12-26 02:01:04.486343+00,26.202
MD-V6-0000547,2025-12-26 02:01:04.620446+00,26.123
MD-V6-0000547,2025-12-26 02:01:04.753549+00,26.089
MD-V6-0000547,2025-12-26 02:01:04.886652+00,26.216
MD-V6-0000547,2025-12-26 02:01:05.020756+00,26.235
MD-V6-0000547,2025-12-26 02:01:05.153858+00,26.208
MD-V6-0000547,2025-12-26 02:01:05.286961+00,26.196
MD-V6-0000547,2025-12-26 02:01:05.421065+00,26.298
MD-V6-0000547,2025-12-26 02:01:05.554168+00,26.235
MD-V6-0000547,2025-12-26 02:01:05.68727+00,26.279
MD-V6-0000547,2025-12-26 02:01:05.821374+00,26.227
MD-V6-0000547,2025-12-26 02:01:05.954477+00,26.276
MD-V6-0000547,2025-12-26 02:01:06.087579+00,26.261
MD-V6-0000547,2025-12-26 02:01:06.221683+00,26.255
MD-V6-0000547,2025-12-26 02:01:06.354786+00,26.252
MD-V6-0000547,2025-12-26 02:01:06.487889+00,26.428
MD-V6-0000547,2025-12-26 02:01:06.621992+00,26.363
MD-V6-0000547,2025-12-26 02:01:06.755095+00,26.334
MD-V6-0000547,2025-12-26 02:01:06.888198+00,26.286
MD-V6-0000547,2025-12-26 02:01:07.022301+00,26.372
MD-V6-0000547,2025-12-26 02:01:07.155404+00,26.267
MD-V6-0000547,2025-12-26 02:01:07.288507+00,26.187
MD-V6-0000547,2025-12-26 02:01:07.42161+00,26.223
MD-V6-0000547,2025-12-26 02:01:07.555713+00,26.203
MD-V6-0000547,2025-12-26 02:01:07.688816+00,26.194
MD-V6-0000547,2025-12-26 02:01:07.821919+00,26.261
MD-V6-0000547,2025-12-26 02:01:07.956023+00,26.255
MD-V6-0000547,2025-12-26 02:01:08.089125+00,26.217
MD-V6-0000547,2025-12-26 02:01:08.222228+00,26.165
MD-V6-0000547,2025-12-26 02:01:08.356332+00,26.178
MD-V6-0000547,2025-12-26 02:01:08.489434+00,26.219
MD-V6-0000547,2025-12-26 02:01:08.622537+00,26.343
MD-V6-0000547,2025-12-26 02:01:08.756641+00,26.326
MD-V6-0000547,2025-12-26 02:01:08.889744+00,26.318
MD-V6-0000547,2025-12-26 02:01:09.022846+00,26.315
MD-V6-0000547,2025-12-26 02:01:09.15695+00,26.278
MD-V6-0000547,2025-12-26 02:01:09.290053+00,26.262
MD-V6-0000547,2025-12-26 02:01:09.423156+00,26.468
MD-V6-0000547,2025-12-26 02:01:09.557259+00,26.486
MD-V6-0000547,2025-12-26 02:01:09.690362+00,26.281
MD-V6-0000547,2025-12-26 02:01:09.823465+00,26.299
MD-V6-0000547,2025-12-26 02:01:09.957568+00,26.378
