device_id,recorded_at,value
MD-V6-0000547,2025-12-27 19:36:22.54919+00,78.44
MD-V6-0000547,2025-12-27 19:36:23.322666+00,78.55
MD-V6-0000547,2025-12-27 19:36:24.203208+00,76.25
MD-V6-0000547,2025-12-27 19:36:25.123775+00,73.79
MD-V6-0000547,2025-12-27 19:36:26.084367+00,71.28
MD-V6-0000547,2025-12-27 19:36:27.044958+00,69.33
MD-V6-0000547,2025-12-27 19:36:27.978532+00,68.42
MD-V6-0000547,2025-12-27 19:36:28.538877+00,77.02
MD-V6-0000547,2025-12-27 19:36:28.81905+00,107.53
MD-V6-0000547,2025-12-27 19:36:29.619543+00,100.3
MD-V6-0000547,2025-12-27 19:36:30.139863+00,103.65
MD-V6-0000547,2025-12-27 19:36:30.580134+00,110.92
MD-V6-0000547,2025-12-27 19:36:31.180503+00,108.49
MD-V6-0000547,2025-12-27 19:36:31.542726+00,121.42
MD-V6-0000547,2025-12-27 19:36:32.181119+00,115.27
MD-V6-0000547,2025-12-27 19:36:33.234768+00,102.48
MD-V6-0000547,2025-12-27 19:36:33.635014+00,113.04
MD-V6-0000547,2025-12-27 19:36:34.995852+00,97.72
MD-V6-0000547,2025-12-27 19:36:35.956443+00,89.89
MD-V6-0000547,2025-12-27 19:36:38.564049+00,75.05
MD-V6-0000547,2025-12-27 19:36:38.964295+00,91.7
MD-V6-0000547,2025-12-27 19:36:40.298116+00,81.42
MD-V6-0000547,2025-12-27 19:36:43.380013+00,67.66
MD-V6-0000547,2025-12-27 19:36:44.59376+00,63.73
MD-V6-0000547,2025-12-27 19:36:45.554351+00,63.46
MD-V6-0000547,2025-12-27 19:36:46.114696+00,73.17
MD-V6-0000547,2025-12-27 19:36:47.195361+00,69.25
MD-V6-0000547,2025-12-27 19:36:55.78665+00,55.42
MD-V6-0000547,2025-12-27 19:36:56.467069+00,62.71
MD-V6-0000547,2025-12-27 19:36:56.953368+00,76.56
MD-V6-0000547,2025-12-27 19:36:57.673811+00,78.06
MD-V6-0000547,2025-12-27 19:36:58.514329+00,76.59
MD-V6-0000547,2025-12-27 19:36:59.074674+00,83.38
MD-V6-0000547,2025-12-27 19:36:59.675043+00,87.07
MD-V6-0000547,2025-12-27 19:37:01.155955+00,76.73
MD-V6-0000547,2025-12-27 19:37:02.202599+00,72.5
MD-V6-0000547,2025-12-27 19:37:03.803585+00,64.72
MD-V6-0000547,2025-12-27 19:37:04.418964+00,72.56
MD-V6-0000547,2025-12-27 19:37:05.211451+00,73.1
MD-V6-0000547,2025-12-27 19:37:09.232927+00,60.19
MD-V6-0000547,2025-12-27 19:37:10.833912+00,55.15
MD-V6-0000547,2025-12-27 19:37:11.881557+00,55.71
