device_id,recorded_at,value
MD-V6-0000547,2025-12-27 19:32:30.654446+00,0.6
MD-V6-0000547,2025-12-27 19:32:31.522981+00,0.066667
MD-V6-0000547,2025-12-27 19:32:32.255432+00,0.066667
MD-V6-0000547,2025-12-27 19:32:32.455555+00,0.2
MD-V6-0000547,2025-12-27 19:32:32.78976+00,0.066667
MD-V6-0000547,2025-12-27 19:32:33.789376+00,1.2
MD-V6-0000547,2025-12-27 19:32:35.25828+00,0.066667
MD-V6-0000547,2025-12-27 19:32:36.264899+00,0.266667
MD-V6-0000547,2025-12-27 19:32:37.864884+00,0.4
MD-V6-0000547,2025-12-27 19:32:38.399213+00,0.933333
MD-V6-0000547,2025-12-27 19:32:39.466871+00,0.066667
MD-V6-0000547,2025-12-27 19:32:40.200322+00,0.066667
MD-V6-0000547,2025-12-27 19:32:40.400445+00,0.133333
MD-V6-0000547,2025-12-27 19:32:40.66761+00,0.266667
MD-V6-0000547,2025-12-27 19:32:41.467102+00,0.2
MD-V6-0000547,2025-12-27 19:32:42.201554+00,0.2
MD-V6-0000547,2025-12-27 19:32:47.470798+00,0.2
MD-V6-0000547,2025-12-27 19:32:48.744581+00,0.333333
MD-V6-0000547,2025-12-27 19:32:52.146676+00,0.066667
MD-V6-0000547,2025-12-27 19:32:53.820706+00,0.066667
MD-V6-0000547,2025-12-27 19:32:54.153911+00,0.533333
MD-V6-0000547,2025-12-27 19:32:54.820322+00,0.066667
MD-V6-0000547,2025-12-27 19:32:55.020445+00,0.2
MD-V6-0000547,2025-12-27 19:32:55.621815+00,0.066667
MD-V6-0000547,2025-12-27 19:32:56.088102+00,0.066667
MD-V6-0000547,2025-12-27 19:32:56.288225+00,0.2
MD-V6-0000547,2025-12-27 19:32:57.155759+00,0.066667
MD-V6-0000547,2025-12-27 19:32:57.355882+00,0.333333
MD-V6-0000547,2025-12-27 19:32:57.822169+00,0.066667
MD-V6-0000547,2025-12-27 19:32:58.695707+00,0.133333
MD-V6-0000547,2025-12-27 19:32:59.095953+00,0.266667
MD-V6-0000547,2025-12-27 19:32:59.4972+00,0.4
MD-V6-0000547,2025-12-27 19:33:00.703943+00,0.066667
MD-V6-0000547,2025-12-27 19:33:12.577252+00,1.066667
MD-V6-0000547,2025-12-27 19:33:14.577483+00,0.133333
MD-V6-0000547,2025-12-27 19:33:14.844648+00,2
MD-V6-0000547,2025-12-27 19:33:17.125051+00,0.066667
MD-V6-0000547,2025-12-27 19:33:17.325175+00,1.6
MD-V6-0000547,2025-12-27 19:33:23.26283+00,0.133333
MD-V6-0000547,2025-12-27 19:33:23.528993+00,1.066667
MD-V6-0000547,2025-12-27 19:33:24.729733+00,0.133333
MD-V6-0000547,2025-12-27 19:33:24.996897+00,0.133333
MD-V6-0000547,2025-12-27 19:33:25.263061+00,0.066667
MD-V6-0000547,2025-12-27 19:33:25.597266+00,0.133333
MD-V6-0000547,2025-12-27 19:33:26.931087+00,0.333333
MD-V6-0000547,2025-12-27 19:33:28.39799+00,0.266667
MD-V6-0000547,2025-12-27 19:33:28.798237+00,0.133333
MD-V6-0000547,2025-12-27 19:33:37.203411+00,0.333333
MD-V6-0000547,2025-12-27 19:33:37.80378+00,0.733333
MD-V6-0000547,2025-12-27 19:33:40.93871+00,0.133333
